Trial,switch,t_pos,t_frequency,resp_speed,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight,simulated_RS
193,1,midLeft,high,5.6335306503275095,1,0,0,0,0.8435547392232227,0.0353097821874112,0.073050153125317,0.0480853254640491,5.478040926394329
194,1,midLeft,high,5.989702303996484,1,0,0,0,0.8904883174562559,0.0247168475311878,0.0511351071877219,0.0336597278248343,5.892994442993932
195,1,midLeft,high,6.031921985049214,1,0,0,0,0.9233418222193792,0.0173017932718314,0.0357945750314053,0.023561809477384,5.878604451010778
196,1,midRight,lowA,2.1308536208696744,0,1,0,0,0.6463392755535654,0.312111255290282,0.0250562025219837,0.0164932666341688,2.0188244890818767
197,1,midLeft,high,4.992759520198651,1,0,0,0,0.7524374928874957,0.2184778787031974,0.0175393417653886,0.0115452866439181,5.049514656133338
198,1,downRight,lowC,1.9980088964575224,0,0,0,1,0.526706245021247,0.1529345150922382,0.012277539235772,0.3080817006507427,1.9997367527429633
199,1,midLeft,high,4.318339687215318,1,0,0,0,0.6686943715148729,0.1070541605645667,0.0085942774650404,0.2156571904555199,4.461151093510132
200,2,downLeft,high,2.006915570395216,0,0,1,0,0.468086060060411,0.0749379123951967,0.3060159942255283,0.1509600333188639,2.3047647300704424
201,2,downRight,lowC,2.625317516931001,0,0,0,1,0.3276602420422877,0.0524565386766377,0.2142111959578698,0.4056720233232047,2.8431838452955547
202,2,midRight,lowB,2.292245410895968,0,1,0,0,0.2293621694296014,0.3367195770736464,0.1499478371705088,0.2839704163262433,2.3388675674574246
203,2,midLeft,lowA,3.0719444684162247,1,0,0,0,0.4605535186007209,0.2357037039515525,0.1049634860193562,0.1987792914283703,3.0613137565854087
204,2,downLeft,high,2.328017792351139,0,0,1,0,0.3223874630205047,0.1649925927660867,0.3734744402135493,0.1391455039998592,2.4273686737550095
205,2,downLeft,high,3.6126761241932113,0,0,1,0,0.2256712241143533,0.1154948149362607,0.5614321081494845,0.0974018527999014,3.8530216348454593
206,2,downLeft,high,4.628077306932076,0,0,1,0,0.1579698568800473,0.0808463704553825,0.6930024757046391,0.068181296959931,4.449732829592335
207,2,downLeft,high,5.06763446898318,0,0,1,0,0.1105788998160331,0.0565924593187677,0.7851017329932474,0.0477269078719517,5.090272597357122
208,2,midLeft,lowA,2.471147238346399,1,0,0,0,0.3774052298712232,0.0396147215231374,0.5495712130952732,0.0334088355103662,2.5518916123749604
209,2,downLeft,high,4.290395731863497,0,0,1,0,0.2641836609098562,0.0277303050661961,0.6846998491666912,0.0233861848572563,4.362819970137589
210,2,downRight,lowC,2.052746641078492,0,0,0,1,0.1849285626368993,0.0194112135463373,0.4792898944166839,0.3163703294000795,2.0761855572580843
211,2,downLeft,high,4.247365616855,0,0,1,0,0.1294499938458295,0.0135878494824361,0.6355029260916787,0.2214592305800556,4.184824738375604
212,2,downLeft,high,5.1031749101944905,0,0,1,0,0.0906149956920807,0.0095114946377052,0.7448520482641751,0.1550214614060389,4.7886854131944006
213,2,downRight,lowC,2.6528522612956165,0,0,0,1,0.0634304969844564,0.0066580462463937,0.5213964337849225,0.4085150229842272,2.668094106155017
214,2,midRight,lowB,2.0061631470529067,0,1,0,0,0.0444013478891195,0.3046606323724756,0.3649775036494457,0.2859605160889591,2.2608560018665544
215,2,downLeft,high,3.663794320637078,0,0,1,0,0.0310809435223836,0.2132624426607329,0.555484252554612,0.2001723612622714,3.536321812534348
216,2,downLeft,high,4.392395636932881,0,0,1,0,0.0217566604656685,0.149283709862513,0.6888389767882284,0.14012065288359,4.484273896211363
217,2,midRight,lowB,2.6684518114498927,0,1,0,0,0.015229662325968,0.4044985969037591,0.4821872837517599,0.098084457018513,2.4986135817921866
218,2,midLeft,lowA,2.141937170980539,1,0,0,0,0.3106607636281775,0.2831490178326313,0.3375310986262319,0.0686591199129591,2.090201484964885
219,2,midLeft,lowA,3.582804042602984,1,0,0,0,0.5174625345397244,0.1982043124828419,0.2362717690383623,0.0480613839390713,3.326046760402985
220,2,downLeft,high,2.9784648945183605,0,0,1,0,0.362223774177807,0.1387430187379894,0.4653902383268536,0.0336429687573499,3.0211931184466585
221,2,downRight,lowC,2.2312317732814293,0,0,0,1,0.2535566419244649,0.0971201131165925,0.3257731668287975,0.3235500781301449,2.1340785297342326
222,2,downLeft,high,3.480122152124798,0,0,1,0,0.1774896493471254,0.0679840791816148,0.5280412167801583,0.2264850546911014,3.55629356043416
223,2,downRight,lowC,2.9083201670463,0,0,0,1,0.1242427545429878,0.0475888554271303,0.3696288517461108,0.458539538283771,2.9639303092044873
224,2,downLeft,high,3.5982226968752284,0,0,1,0,0.0869699281800914,0.0333121987989912,0.5587401962222776,0.3209776767986397,3.5479095110230294
225,2,midRight,lowB,2.2892503647330624,0,1,0,0,0.060878949726064,0.3233185391592938,0.3911181373555943,0.2246843737590478,2.4065224429043495
226,2,downLeft,high,3.74429424167538,0,0,1,0,0.0426152648082448,0.2263229774115057,0.573782696148916,0.1572790616313334,3.95084354958763
227,2,downLeft,high,4.634213244773914,0,0,1,0,0.0298306853657713,0.1584260841880539,0.7016478873042412,0.1100953431419334,4.423952284882896
228,2,downLeft,high,5.207691259827195,0,0,1,0,0.0208814797560399,0.1108982589316378,0.7911535211129689,0.0770667401993534,5.135625688955891
229,2,downRight,lowC,2.4312452444533013,0,0,0,1,0.0146170358292279,0.0776287812521464,0.5538074647790783,0.3539467181395473,2.4717206891387624
230,2,midLeft,lowA,1.9620274031705625,1,0,0,0,0.3102319250804595,0.0543401468765025,0.3876652253453548,0.2477627026976831,2.170022249291507
231,2,midLeft,lowA,3.559562979471611,1,0,0,0,0.5171623475563217,0.0380381028135517,0.2713656577417483,0.1734338918883782,3.4343955811435896
232,2,downLeft,high,3.187874607796752,0,0,1,0,0.3620136432894252,0.0266266719694862,0.4899559604192238,0.1214037243218647,3.274405890629359
233,2,midRight,lowB,2.10330991982906,0,1,0,0,0.2534095503025976,0.3186386703786403,0.3429691722934567,0.0849826070253053,2.134847997424324
234,2,midRight,lowB,3.293188803694261,0,1,0,0,0.1773866852118183,0.5230470692650482,0.2400784206054196,0.0594878249177137,3.334999580924107
235,2,downLeft,high,3.102825873790365,0,0,1,0,0.1241706796482728,0.3661329484855337,0.4680548944237938,0.0416414774423996,2.9070299628212375
236,2,midLeft,lowA,2.3967527288953265,1,0,0,0,0.3869194757537909,0.2562930639398736,0.3276384260966556,0.0291490342096797,2.5170422840965383
237,2,downLeft,high,3.4729671933807005,0,0,1,0,0.2708436330276537,0.1794051447579115,0.5293468982676589,0.0204043239467758,3.4896227319117603
238,2,downRight,lowC,2.0506162228740927,0,0,0,1,0.1895905431193575,0.125583601330538,0.3705428287873612,0.314283026762743,2.1300866966366443
239,2,downLeft,high,3.512654527177673,0,0,1,0,0.1327133801835503,0.0879085209313766,0.5593799801511529,0.2199981187339201,3.649195222095419
240,2,downRight,lowC,2.886186743385529,0,0,0,1,0.0928993661284852,0.0615359646519636,0.391565986105807,0.4539986831137441,2.992431833359818
241,2,downLeft,high,3.729588340493226,0,0,1,0,0.0650295562899396,0.0430751752563745,0.5740961902740649,0.3177990781796208,3.648776835074524
242,2,midLeft,lowA,2.292912365944886,1,0,0,0,0.3455206894029577,0.0301526226794622,0.4018673331918454,0.2224593547257345,2.214413491090764
243,2,midRight,lowB,1.9735647691986544,0,1,0,0,0.2418644825820704,0.3211068358756235,0.2813071332342918,0.1557215483080142,2.1577479070848855
244,2,midRight,lowB,3.5131895944705445,0,1,0,0,0.1693051378074493,0.5247747851129364,0.1969149932640042,0.1090050838156099,3.3919522438422405
245,2,downLeft,high,2.8698479815507807,0,0,1,0,0.1185135964652145,0.3673423495790555,0.4378404952848029,0.0763035586709269,2.8054089954113293
246,2,downLeft,high,4.0024407705099065,0,0,1,0,0.0829595175256501,0.2571396447053388,0.606488346699362,0.0534124910696488,3.959239283198281
247,2,downLeft,high,4.777755574825591,0,0,1,0,0.0580716622679551,0.1799977512937371,0.7245418426895534,0.0373887437487542,4.682842315042349
248,2,downLeft,high,5.272473412183314,0,0,1,0,0.0406501635875685,0.125998425905616,0.8071792898826874,0.0261721206241279,5.100434246731232
249,2,midRight,lowB,2.5518886743299776,0,1,0,0,0.028455114511298,0.3881988981339311,0.5650255029178812,0.0183204844368895,2.3835530302270533
250,2,downLeft,high,4.545638219771766,0,0,1,0,0.0199185801579086,0.2717392286937518,0.6955178520425168,0.0128243391058226,4.555694645644628
251,2,downRight,lowC,2.000585192865935,0,0,0,1,0.013943006110536,0.1902174600856263,0.4868624964297617,0.3089770373740759,1.9836310035951548
252,2,midLeft,lowA,2.0247204743033214,1,0,0,0,0.3097601042773752,0.1331522220599384,0.3408037475008332,0.2162839261618531,2.0622739516945217
253,2,downRight,lowC,2.9599633095934994,0,0,0,1,0.2168320729941626,0.0932065554419568,0.2385626232505832,0.4513987483132972,2.8092135744420217
254,2,downRight,lowC,3.975255846458403,0,0,0,1,0.1517824510959138,0.0652445888093698,0.1669938362754082,0.615979123819308,4.113827179711577
255,2,downLeft,high,2.7393003282434787,0,0,1,0,0.1062477157671397,0.0456712121665588,0.4168956853927857,0.4311853866735156,2.801261674523203
256,2,downLeft,high,3.8331674716207567,0,0,1,0,0.0743734010369978,0.0319698485165912,0.59182697977495,0.3018297706714609,3.859166971762701
257,2,midRight,lowB,2.182343614147259,0,1,0,0,0.0520613807258984,0.3223788939616138,0.414278885842465,0.2112808394700226,2.000049600130573
258,2,midLeft,lowA,2.191075197659565,1,0,0,0,0.3364429665081289,0.2256652257731296,0.2899952200897255,0.1478965876290158,2.1417144712648852
259,2,downLeft,high,3.3886711857725915,0,0,1,0,0.2355100765556902,0.1579656580411907,0.5029966540628079,0.1035276113403111,3.3113508264206906
260,2,downLeft,high,4.249557256264984,0,0,1,0,0.1648570535889831,0.1105759606288335,0.6520976578439656,0.0724693279382177,4.189304095117621
261,2,downLeft,high,4.967971040766161,0,0,1,0,0.1153999375122882,0.0774031724401834,0.7564683604907759,0.0507285295567524,4.780187611241041
262,2,downLeft,high,5.462825421590452,0,0,1,0,0.0807799562586017,0.0541822207081284,0.8295278523435432,0.0355099706897267,5.476442060487261
263,2,midLeft,lowA,2.3905143916705742,1,0,0,0,0.3565459693810212,0.0379275544956899,0.5806694966404803,0.0248569794828086,2.1113936129242643
264,2,midLeft,lowA,3.606178228066777,1,0,0,0,0.5495821785667149,0.0265492881469829,0.4064686476483362,0.017399885637966,3.6335257018344094
265,2,midRight,lowB,2.150763386509977,0,1,0,0,0.3847075249967004,0.318584501702888,0.2845280533538353,0.0121799199465762,2.0961096195864246
266,2,downLeft,high,3.3829333983100662,0,0,1,0,0.2692952674976903,0.2230091511920216,0.4991696373476847,0.0085259439626033,3.2786386497627293
267,2,downLeft,high,4.104369606438767,0,0,1,0,0.1885066872483832,0.1561064058344151,0.6494187461433794,0.0059681607738223,4.3063515704228115
268,2,downRight,lowC,2.1006199933219123,0,0,0,1,0.1319546810738682,0.1092744840840906,0.4545931223003655,0.3041777125416757,2.059689117392169
269,2,midRight,lowB,2.4729321492652585,0,1,0,0,0.0923682767517077,0.3764921388588634,0.3182151856102558,0.212924398779173,2.560960628547718
270,2,downLeft,high,3.424827422072957,0,0,1,0,0.0646577937261954,0.2635444972012044,0.5227506299271791,0.1490470791454211,3.268355754708124
271,2,midRight,lowB,3.190275551390485,0,1,0,0,0.0452604556083368,0.4844811480408431,0.3659254409490254,0.1043329554017947,3.1974678678449555
272,2,downLeft,high,3.72143190470472,0,0,1,0,0.0316823189258357,0.3391368036285901,0.5561478086643178,0.0730330687812563,3.4689032842745644
273,2,downLeft,high,4.655336879604074,0,0,1,0,0.022177623248085,0.2373957625400131,0.6893034660650225,0.0511231481468794,4.515207964768031
274,2,downLeft,high,5.069212599530078,0,0,1,0,0.0155243362736595,0.1661770337780092,0.7825124262455158,0.0357862037028156,5.141292653241157
275,2,downLeft,high,5.309875024762222,0,0,1,0,0.0108670353915616,0.1163239236446064,0.847758698371861,0.0250503425919709,5.674855516082144
276,2,downLeft,high,5.660002827171663,0,0,1,0,0.0076069247740931,0.0814267465512245,0.8934310888603028,0.0175352398143796,5.8598861842063945
277,2,midLeft,lowA,2.074506859308901,1,0,0,0,0.3053248473418652,0.0569987225858571,0.6254017622022119,0.0122746678700657,1.9912123928528385
278,2,downRight,lowC,1.9952656990067377,0,0,0,1,0.2137273931393056,0.0398991058101,0.4377812335415483,0.308592267509046,2.0125816702540407
279,2,downLeft,high,3.901563860787182,0,0,1,0,0.149609175197514,0.02792937406707,0.6064468634790838,0.2160145872563322,4.168501711427932
280,2,downRight,lowC,3.0046406889858983,0,0,0,1,0.1047264226382597,0.019550561846949,0.4245128044353586,0.4512102110794325,2.9087904667074085
281,2,downLeft,high,3.984875714152299,0,0,1,0,0.0733084958467818,0.0136853932928643,0.597158963104751,0.3158471477556028,3.920784871080303
282,2,downLeft,high,4.8017401665194575,0,0,1,0,0.0513159470927473,0.009579775305005,0.7180112741733258,0.2210930034289219,4.694665552263062
283,2,downLeft,high,5.026335635955432,0,0,1,0,0.0359211629649231,0.0067058427135035,0.8026078919213281,0.1547651024002453,5.135003499607683
284,2,midRight,lowB,2.1009008247375287,0,1,0,0,0.0251448140754461,0.3046940898994524,0.5618255243449297,0.1083355716801717,2.2305049212574164
285,2,downLeft,high,4.551580821152645,0,0,1,0,0.0176013698528123,0.2132858629296167,0.6932778670414508,0.0758349001761202,4.425177874036147
286,2,downLeft,high,4.978528810692407,0,0,1,0,0.0123209588969686,0.1493001040507316,0.7852945069290156,0.0530844301232841,5.158412440229707
287,2,downLeft,high,5.606002501676801,0,0,1,0,0.008624671227878,0.1045100728355121,0.8497061548503109,0.0371591010862989,5.6224990150430205
288,2,midRight,lowB,2.443476099843481,0,1,0,0,0.0060372698595146,0.3731570509848585,0.5947943083952176,0.0260113707604092,2.3100514086937576
289,2,downLeft,high,4.47495716086298,0,0,1,0,0.0042260889016602,0.261209935689401,0.7163560158766523,0.0182079595322864,4.748063041332204
290,2,downLeft,high,5.235233271008265,0,0,1,0,0.0029582622311621,0.1828469549825807,0.8014492111136566,0.0127455716726005,5.364288543935352
291,2,midLeft,lowA,2.109781068163978,1,0,0,0,0.3020707835618135,0.1279928684878065,0.5610144477795597,0.0089219001708203,2.0240205482677918
292,2,downRight,lowC,2.182435695082436,0,0,0,1,0.2114495484932694,0.0895950079414645,0.3927101134456917,0.3062453301195743,1.9689847462308183
293,2,midLeft,lowA,2.6266473978764124,1,0,0,0,0.4480146839452886,0.0627165055590251,0.2748970794119842,0.214371731083702,2.9704500373531446
294,2,downRight,lowC,2.965644666834805,0,0,0,1,0.313610278761702,0.0439015538913176,0.1924279555883889,0.4500602117585914,3.0060550401858697
295,2,midLeft,lowA,3.355851117759204,1,0,0,0,0.5195271951331915,0.0307310877239223,0.1346995689118722,0.3150421482310139,3.4003111502721826
296,2,downLeft,high,2.540281355271333,0,0,1,0,0.363669036593234,0.0215117614067456,0.3942896982383106,0.2205295037617097,2.7960797659989187
297,2,downLeft,high,3.654527101300524,0,0,1,0,0.2545683256152638,0.0150582329847219,0.5760027887668174,0.1543706526331968,3.8541283383749323
298,2,downLeft,high,4.543845349844136,0,0,1,0,0.1781978279306846,0.0105407630893053,0.7032019521367722,0.1080594568432377,4.431884661917956
299,2,midRight,lowB,2.1679323905985752,0,1,0,0,0.1247384795514792,0.3073785341625137,0.4922413664957405,0.0756416197902664,1.924120902284888
300,3,midRight,lowC,3.572634476509951,0,1,0,0,0.0873169356860354,0.5151649739137596,0.3445689565470183,0.0529491338531865,3.3957589150136487
301,3,downRight,lowB,2.340844955100785,0,0,0,1,0.0611218549802248,0.3606154817396317,0.2411982695829128,0.3370643936972305,2.300766642384678
302,3,downLeft,high,3.0485039603921917,0,0,1,0,0.0427852984861573,0.2524308372177422,0.4688387887080389,0.2359450755880613,3.224988116411169
303,3,downLeft,high,4.103844058798417,0,0,1,0,0.0299497089403101,0.1767015860524195,0.6281871520956273,0.1651615529116429,3.9941073635374345
304,3,midRight,lowC,2.98803227318588,0,1,0,0,0.0209647962582171,0.4236911102366937,0.4397310064669391,0.11561308703815,2.7208954841283473
305,3,midRight,lowC,3.978003941207704,0,1,0,0,0.0146753573807519,0.5965837771656856,0.3078117045268573,0.080929160926705,3.9061129101106715
306,3,downLeft,high,3.47539324025446,0,0,1,0,0.0102727501665263,0.4176086440159798,0.5154681931688001,0.0566504126486935,3.2665444415862894
307,3,downRight,lowB,2.2662382335913738,0,0,0,1,0.0071909251165684,0.2923260508111859,0.3608277352181601,0.3396552888540854,2.374051794919879
308,3,downLeft,high,3.620428155290039,0,0,1,0,0.0050336475815979,0.2046282355678301,0.5525794146527121,0.2377587021978598,3.5939850721924356
309,3,downLeft,high,4.29426947238864,0,0,1,0,0.0035235533071185,0.143239764897481,0.6868055902568985,0.1664310915385018,4.5384361204254535
310,3,downRight,lowB,2.8333461022491955,0,0,0,1,0.0024664873149829,0.1002678354282367,0.4807639131798289,0.4165017640769513,2.7944307158828936
311,3,midLeft,lowA,2.0175879999621564,1,0,0,0,0.3017265411204881,0.0701874847997657,0.3365347392258803,0.2915512348538659,2.1548913142410915
312,3,midLeft,lowA,3.2453343653855278,1,0,0,0,0.5112085787843417,0.049131239359836,0.2355743174581162,0.2040858643977061,3.2955875722433117
313,3,midLeft,lowA,4.209933063166327,1,0,0,0,0.6578460051490391,0.0343918675518852,0.1649020222206813,0.1428601050783943,4.128334851084445
314,3,midLeft,lowA,4.990492516770575,1,0,0,0,0.7604922036043273,0.0240743072863196,0.1154314155544769,0.100002073554876,4.873837415611957
315,3,downRight,lowB,2.3232437872480487,0,0,0,1,0.5323445425230291,0.0168520151004237,0.0808019908881338,0.3700014514884132,2.1558260796657605
316,3,midLeft,lowA,4.353946887094276,1,0,0,0,0.6726411797661204,0.0117964105702966,0.0565613936216937,0.2590010160418892,4.293860955674086
317,3,downRight,lowB,3.04717346012052,0,0,0,1,0.4708488258362843,0.0082574873992076,0.0395929755351855,0.4813007112293225,3.2283819390627166
318,3,downLeft,high,2.223485411825947,0,0,1,0,0.329594178085399,0.0057802411794453,0.3277150828746299,0.3369104978605257,2.07918918641745
319,3,downLeft,high,3.429877253719853,0,0,1,0,0.2307159246597793,0.0040461688256117,0.529400558012241,0.235837348502368,3.4277375110857218
320,3,midLeft,lowA,3.0889790389312477,1,0,0,0,0.4615011472618455,0.0028323181779282,0.3705803906085687,0.1650861439516576,2.9886592031190236
321,3,downLeft,high,3.644434505757281,0,0,1,0,0.3230508030832919,0.0019826227245497,0.559406273425998,0.1155603007661603,3.7723936567895873
322,3,downRight,lowB,2.533756149854594,0,0,0,1,0.2261355621583043,0.0013878359071848,0.3915843913981986,0.3808922105363123,2.5482777706519015
323,3,downRight,lowB,3.7950405820480215,0,0,0,1,0.158294893510813,0.0009714851350293,0.274109073978739,0.5666245473754186,3.5972167943320885
324,3,downLeft,high,3.1208750398768843,0,0,1,0,0.1108064254575691,0.0006800395945205,0.4918763517851173,0.396637183162793,3.0130396114366698
325,3,downLeft,high,4.124466421838938,0,0,1,0,0.0775644978202984,0.0004760277161643,0.6443134462495821,0.2776460282139551,4.251363369270859
326,3,downRight,lowB,3.290487088426572,0,0,0,1,0.0542951484742088,0.000333219401315,0.4510194123747074,0.4943522197497686,3.316856957474277
327,3,downLeft,high,3.953142470422368,0,0,1,0,0.0380066039319462,0.0002332535809205,0.6157135886622952,0.346046553824838,3.7692294614284543
328,3,downLeft,high,4.87025200346415,0,0,1,0,0.0266046227523623,0.0001632775066443,0.7309995120636066,0.2422325876773866,4.886683410389117
329,3,midRight,lowC,2.048054721823536,0,1,0,0,0.0186232359266536,0.3001142942546511,0.5116996584445246,0.1695628113741706,1.9276537010055173
330,3,downLeft,high,4.313466285561552,0,0,1,0,0.0130362651486575,0.2100800059782557,0.6581897609111672,0.1186939679619194,4.298100243987069
331,3,downLeft,high,5.038204897134933,0,0,1,0,0.0091253856040602,0.147056004184779,0.7607328326378171,0.0830857775733436,4.960797163342883
332,3,midRight,lowC,2.6775671808182837,0,1,0,0,0.0063877699228422,0.4029392029293453,0.532512982846472,0.0581600443013405,2.584690255453869
333,3,downRight,lowB,2.3850587696441217,0,0,0,1,0.0044714389459895,0.2820574420505417,0.3727590879925304,0.3407120310109383,2.1239669285744776
334,3,downLeft,high,3.61661726438265,0,0,1,0,0.0031300072621926,0.1974402094353792,0.5609313615947713,0.2384984217076568,3.6720336678469683
335,3,midLeft,lowA,2.1560340021660727,1,0,0,0,0.3021910050835348,0.1382081466047654,0.3926519531163399,0.1669488951953597,2.293344942412706
336,3,downLeft,high,3.753501394262799,0,0,1,0,0.2115337035584744,0.0967457026233358,0.574856367181438,0.1168642266367518,3.7635254073686393
337,3,midRight,lowC,2.58036170688304,0,1,0,0,0.148073592490932,0.3677219918363351,0.4023994570270066,0.0818049586457262,2.278832713408248
338,3,midRight,lowC,3.477733032900997,0,1,0,0,0.1036515147436524,0.5574053942854346,0.2816796199189046,0.0572634710520084,3.7607708765419394
339,3,downLeft,high,3.103745711739964,0,0,1,0,0.0725560603205567,0.3901837759998042,0.4971757339432332,0.0400844297364058,3.1781095376013857
340,3,downLeft,high,4.314660552866511,0,0,1,0,0.0507892422243897,0.2731286431998629,0.6480230137602633,0.0280591008154841,4.188440059380623
341,3,downRight,lowB,2.0125470456620094,0,0,0,1,0.0355524695570727,0.1911900502399041,0.4536161096321843,0.3196413705708388,2.1297324513105957
342,3,downLeft,high,4.155529670961279,0,0,1,0,0.0248867286899509,0.1338330351679328,0.6175312767425291,0.2237489593995872,4.118746837705758
343,3,downLeft,high,4.655934976692788,0,0,1,0,0.0174207100829656,0.093683124617553,0.7322718937197703,0.156624271579711,4.904883585018805
344,3,downRight,lowB,2.734426533535945,0,0,0,1,0.0121944970580759,0.0655781872322871,0.5125903256038392,0.4096369901057977,2.4436999448929395
345,3,midLeft,lowA,2.027255046396834,1,0,0,0,0.3085361479406531,0.0459047310626009,0.3588132279226874,0.2867458930740584,2.075791647513759
346,3,midRight,lowC,2.311024189966728,0,1,0,0,0.2159753035584572,0.3321333117438206,0.2511692595458812,0.2007221251518409,2.1147368818714787
347,3,downLeft,high,3.0970600668585853,0,0,1,0,0.15118271249092,0.2324933182206744,0.4758184816821168,0.1405054876062886,2.9910068464614157
348,3,midLeft,lowA,2.48797183888146,1,0,0,0,0.405827898743644,0.1627453227544721,0.3330729371774817,0.098353841324402,2.587994422480554
349,3,downLeft,high,3.5085204089923927,0,0,1,0,0.2840795291205508,0.1139217259281304,0.5331510560242372,0.0688476889270814,3.614395775355719
350,3,downLeft,high,4.389648938325461,0,0,1,0,0.1988556703843855,0.0797452081496913,0.673205739216966,0.048193382248957,4.328798548135997
351,3,downRight,lowB,2.032434986696525,0,0,0,1,0.1391989692690698,0.0558216457047839,0.4712440174518762,0.3337353675742699,1.9751285731514878
352,3,downLeft,high,4.109019161702028,0,0,1,0,0.0974392784883489,0.0390751519933487,0.6298708122163134,0.2336147573019889,4.10503142485161
353,3,downLeft,high,4.794564898172227,0,0,1,0,0.0682074949418442,0.0273526063953441,0.7409095685514193,0.1635303301113922,4.897438804967048
354,3,midLeft,lowA,2.349755242777404,1,0,0,0,0.3477452464592909,0.0191468244767408,0.5186366979859935,0.1144712310779745,2.2062981213225195
355,3,midRight,lowC,1.932099470379467,0,1,0,0,0.2434216725215036,0.3134027771337186,0.3630456885901955,0.0801298617545822,2.0404502510447546
356,3,downLeft,high,3.5701987705718565,0,0,1,0,0.1703951707650525,0.219381943993603,0.5541319820131368,0.0560909032282075,3.6466747583815433
357,3,midRight,lowC,2.957654783786474,0,1,0,0,0.1192766195355368,0.4535673607955221,0.3878923874091958,0.0392636322597452,3.0175458428755055
358,3,midLeft,lowA,2.551124542502514,1,0,0,0,0.3834936336748757,0.3174971525568655,0.2715246711864371,0.0274845425818216,2.4712746982949105
359,3,midLeft,lowA,3.757873450215086,1,0,0,0,0.5684455435724131,0.2222480067898058,0.1900672698305059,0.0192391798072751,3.6629480956680296
360,3,downLeft,high,2.688641865933519,0,0,1,0,0.3979118805006891,0.1555736047528641,0.4330470888813542,0.0134674258650926,2.7954606723715445
361,3,downRight,lowB,2.157722997162879,0,0,0,1,0.2785383163504824,0.1089015233270048,0.3031329622169479,0.3094271981055648,2.0086319714027554
362,3,downLeft,high,3.2790478216088945,0,0,1,0,0.1949768214453377,0.0762310663289034,0.5121930735518636,0.2165990386738954,3.3397337472068838
363,3,downLeft,high,4.444777768636422,0,0,1,0,0.1364837750117364,0.0533617464302323,0.6585351514863045,0.1516193270717268,4.272046225442841
364,3,downLeft,high,5.047979086701258,0,0,1,0,0.0955386425082154,0.0373532225011626,0.7609746060404131,0.1061335289502087,5.027946788116106
365,3,midRight,lowC,2.0930011209916954,0,1,0,0,0.0668770497557508,0.3261472557508139,0.5326822242282891,0.0742934702651461,2.2268627610182086
366,3,downLeft,high,4.3585117023874185,0,0,1,0,0.0468139348290255,0.2283030790255697,0.6728775569598024,0.0520054291856022,4.560075298312521
367,3,downLeft,high,4.979435491745422,0,0,1,0,0.0327697543803179,0.1598121553178988,0.7710142898718617,0.0364038004299216,4.985824673327068
368,3,midRight,lowC,2.780811260524825,0,1,0,0,0.0229388280662225,0.4118685087225291,0.5397100029103032,0.0254826603009451,2.5379259724325003
369,3,downRight,lowB,1.9474475933822848,0,0,0,1,0.0160571796463557,0.2883079561057704,0.3777970020372123,0.3178378622106615,2.1321450697239017
370,3,downLeft,high,3.622537816234039,0,0,1,0,0.011240025752449,0.2018155692740393,0.5644579014260486,0.2224865035474631,3.691345891127805
371,3,downLeft,high,4.534478201243325,0,0,1,0,0.0078680180267143,0.1412708984918275,0.695120530998234,0.1557405524832241,4.594662559450038
372,3,downLeft,high,5.071269308134754,0,0,1,0,0.0055076126187,0.0988896289442792,0.7865843716987638,0.1090183867382569,5.047067317801281
373,3,downLeft,high,5.3654233497091095,0,0,1,0,0.00385532883309,0.0692227402609955,0.8506090601891347,0.0763128707167798,5.453452345670097
374,3,downLeft,high,5.725122170374095,0,0,1,0,0.002698730183163,0.0484559181826968,0.8954263421323944,0.0534190095017459,5.778874352228437
375,3,downRight,lowB,2.296977750363274,0,0,0,1,0.0018891111282141,0.0339191427278877,0.626798439492676,0.3373933066512221,2.3277337159046763
376,3,downLeft,high,4.856673298732955,0,0,1,0,0.0013223777897498,0.0237433999095214,0.7387589076448732,0.2361753146558554,4.646731459175357
377,3,downLeft,high,5.466397484677811,0,0,1,0,0.0009256644528249,0.016620379936665,0.8171312353514112,0.1653227202590988,5.417764531342185
378,3,midRight,lowC,2.09630061331672,0,1,0,0,0.0006479651169774,0.3116342659556655,0.5719918647459878,0.1157259041813691,2.128472811128411
379,3,downLeft,high,4.532572432176805,0,0,1,0,0.0004535755818842,0.2181439861689658,0.7003943053221915,0.0810081329269584,4.4018931836021205
380,3,downLeft,high,5.069431071100793,0,0,1,0,0.0003175029073189,0.1527007903182761,0.790276013725534,0.0567056930488709,5.303919133217415
381,3,downLeft,high,5.565194452286132,0,0,1,0,0.0002222520351232,0.1068905532227932,0.8531932096078738,0.0396939851342096,5.599946813003774
382,3,downLeft,high,5.83568191119992,0,0,1,0,0.0001555764245862,0.0748233872559553,0.8972352467255117,0.0277857895939467,5.985107141195558
383,3,downLeft,high,6.042660726553648,0,0,1,0,0.0001089034972103,0.0523763710791687,0.9280646727078582,0.0194500527157627,6.093919859960682
384,3,downLeft,high,6.24168015380754,0,0,1,0,7.623244804727887e-05,0.0366634597554181,0.9496452708955008,0.0136150369010339,6.1292855534866595
