Trial,switch,t_pos,t_frequency,resp_speed,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight
211,2,midLeft,high,7.21346924033431,1,0,0,0,0.9997440992346166,0.00023095234988903081,4.091030719408713e-06,2.0857384774999698e-05
212,2,downLeft,lowB,6.380051852832361,0,0,1,0,0.35554775505172154,8.213560809194057e-05,0.6443626916456598,7.417694526707864e-06
213,2,midLeft,high,6.563479588079921,1,0,0,0,0.7708078006113539,2.921060608335153e-05,0.2291603507628548,2.6380197078927698e-06
214,2,midLeft,high,6.912961773804242,1,0,0,0,0.9184903696552089,1.0388423822243037e-05,0.08149830373890232,9.381820664323416e-07
215,2,midRight,lowA,6.337808009840723,0,1,0,0,0.3266507791519334,0.6443649312427548,0.028983955951401845,3.336539098407056e-07
216,2,midRight,lowA,6.6585853483571364,0,1,0,0,0.11616967912316759,0.8735223839669501,0.01030781824961842,1.1866026386043487e-07
217,2,midLeft,high,6.337098593526129,1,0,0,0,0.6856756777309523,0.3106584203344134,0.0036658597344448275,4.220018949021241e-08
218,2,downRight,lowC,6.3439178418440045,0,0,0,1,0.24385285004177443,0.11048217641131963,0.0013037218223285393,0.6443612517245774
219,2,midRight,lowA,6.3302568846990335,0,1,0,0,0.08672352601200023,0.6836529813003394,0.000463654016558562,0.2291598386711018
220,2,midLeft,high,6.488174508877628,1,0,0,0,0.6752034842550416,0.24313350078469337,0.00016489334104028927,0.0814981216192246
221,2,midLeft,high,6.7537120790755765,1,0,0,0,0.8844897688216908,0.08646769753184305,5.8642463881243936e-05,0.02898389118258489
222,2,downLeft,lowB,6.291955531421338,0,0,1,0,0.31455884752060703,0.030751265014191724,0.6443820922498849,0.01030779521531646
223,2,downLeft,lowB,6.821130629456262,0,0,1,0,0.1118693195120947,0.01093634185904864,0.8735284870863025,0.003665851542554166
224,2,midLeft,high,6.278474913836192,1,0,0,0,0.6841463031571962,0.0038893870935970383,0.310660590840232,0.0013037189089746756
225,2,midLeft,high,6.819694911504965,1,0,0,0,0.8876701818763209,0.0013832168158974464,0.11048294832732469,0.0004636529804569969
226,2,midLeft,high,7.067188911879835,1,0,0,0,0.9600511624026403,0.0004919255177586335,0.0392920191070386,0.00016489297256241003
227,2,midLeft,high,7.089800262279855,1,0,0,0,0.9857926448022638,0.0001749477827632492,0.01397376508213673,5.8642332836226664e-05
228,2,downLeft,lowB,6.340731340457453,0,0,1,0,0.3505860770513942,6.221821310110288e-05,0.6493308492487787,2.0855486725931853e-05
229,2,midRight,lowA,6.252278927242503,0,1,0,0,0.12468199886695266,0.6443833639249152,0.23092722018862522,7.417019506884725e-06
230,2,midLeft,high,6.434865002797878,1,0,0,0,0.6887029885973053,0.22916770262668346,0.08212667099636664,2.637779644677676e-06
231,2,midRight,lowA,6.583426154720823,0,1,0,0,0.2449294791343587,0.7258621550632165,0.02920742770573427,9.380966906474159e-07
232,2,downRight,lowC,6.412079348348575,0,0,0,1,0.08710641705100186,0.25814471914093906,0.010387293467957987,0.6443615703401011
233,2,downRight,lowC,6.891599163447136,0,0,0,1,0.030978418434070357,0.09180626866343602,0.003694124202806793,0.8735211886996869
234,2,downLeft,lowB,6.142444457514354,0,0,1,0,0.01101712642036988,0.03264986784913215,0.6456750104794559,0.3106579952510421
235,2,downLeft,lowB,6.657166377487795,0,0,1,0,0.00391811721507772,0.011611558623233296,0.8739882989264938,0.11048202523519518
236,2,midLeft,high,6.328450022341808,1,0,0,0,0.645754671077324,0.00412952034855992,0.31082411775442076,0.03929169081969526
237,2,midLeft,high,6.866552402744581,1,0,0,0,0.8740166293230021,0.001468617509715674,0.11054110483685031,0.013973648330431944
238,2,downRight,lowC,6.279088712690932,0,0,0,1,0.3108341931415983,0.0005222973148916962,0.03931270181616317,0.6493308077273467
239,2,downRight,lowC,6.7706017654170445,0,0,0,1,0.11054468803508577,0.00018574917113434728,0.013981120655231143,0.8752884421385487
240,2,midLeft,high,6.46283912198564,1,0,0,0,0.6836752128569065,6.60596055031444e-05,0.0049722284591430434,0.3112864990784474
241,2,downRight,lowC,6.559201138499796,0,0,0,1,0.24314140718797678,2.349335640413058e-05,0.0017683171799723852,0.7550667822756467
242,2,downLeft,lowB,6.253670708004659,0,0,1,0,0.08647050935532877,8.355148216942221e-06,0.6449901188515325,0.26853101664492185
243,2,midLeft,high,6.3553547201799985,1,0,0,0,0.675113501724173,2.9714145789232187e-06,0.2293834881984017,0.0955000386628464
244,2,midLeft,high,6.814685559869485,1,0,0,0,0.8844577675456955,1.0567502060506545e-06,0.08157766006052247,0.03396351564357595
245,2,downRight,lowC,6.40867033741313,0,0,0,1,0.31454746662638855,3.7582133637938125e-07,0.029012178135481563,0.6564399794167936
246,2,downRight,lowC,6.736581603598494,0,0,0,1,0.11186527202494975,1.33656635285495e-07,0.01031785515226169,0.8778167391661533
247,2,downRight,lowC,6.867766423313758,0,0,0,1,0.03978362699731938,4.753348047756001e-08,0.003669429246088077,0.9565468962231121
248,2,midLeft,high,6.3493942184274115,1,0,0,0,0.6585098366208108,1.6904748211597258e-08,0.0013049912790348704,0.34018515519540615
249,2,downRight,lowC,6.654496007663066,0,0,0,1,0.23419162390580905,6.011983747590491e-09,0.0004641054845716435,0.7653442645976356
250,2,midLeft,high,6.477404262857766,1,0,0,0,0.727648856213758,2.1380944648732577e-09,0.0001650539005661236,0.2721860877475814
251,2,midLeft,high,6.8153433244813,1,0,0,0,0.903141376045029,7.603892712707061e-10,5.869956507244503e-05,0.09679992362950932
252,2,midLeft,high,6.963940060991638,1,0,0,0,0.9655533187633177,2.704239000487145e-10,2.08758407276405e-05,0.034425805125530694
253,2,downRight,lowC,6.547070645613645,0,0,0,1,0.343388188169213,9.617322137561099e-11,7.424258178880256e-06,0.6566043874764349
254,2,downLeft,lowB,6.352002912771378,0,0,1,0,0.12212215056664208,3.420292551100734e-11,0.6443638770705512,0.23351397232860377
255,2,midLeft,high,6.379850350134575,1,0,0,0,0.6877926073135896,1.2163886129410469e-11,0.2291607723458971,0.08304662032834942
256,2,midLeft,high,6.956083749651188,1,0,0,0,0.8889669489770559,4.3259494197841996e-12,0.08149845367017411,0.029534597348444054
257,2,midLeft,high,6.912946593943565,1,0,0,0,0.9605123430506124,1.5384753016787928e-12,0.028984009272773927,0.010503647675075181
258,2,midLeft,high,7.056200461085926,1,0,0,0,0.9859566585175589,5.471414536311721e-13,0.010307837212765243,0.003735504269128778
259,2,midRight,lowA,6.325891409640702,0,1,0,0,0.3506444066862633,0.6443612367167488,0.003665866478474912,0.0013284901185129905
260,2,midLeft,high,6.832157133049705,1,0,0,0,0.7690639798627146,0.22915983333373624,0.0013037242207670583,0.00047246258278223826
261,2,midLeft,high,6.885187937330295,1,0,0,0,0.9178701994007749,0.0814981197210505,0.00046365486953627065,0.00016802600863837782
262,2,midLeft,high,7.005592547679296,1,0,0,0,0.9707914592861756,0.028983890507520607,0.0001648936443922267,5.975656191160626e-05
263,2,midLeft,high,7.12846956514382,1,0,0,0,0.9896123107032213,0.010307794975237431,5.86425717649518e-05,2.1251749776314315e-05
264,2,midRight,lowA,6.1581451179373925,0,1,0,0,0.3519444983085668,0.648027088173727,2.085557169824818e-05,7.557946008057669e-06
265,2,midLeft,high,6.6048016626242445,1,0,0,0,0.7695263428394257,0.23046355221227677,7.417049726334216e-06,2.687898571268685e-06
266,2,midLeft,high,6.733804174938437,1,0,0,0,0.9180346335980005,0.08196177269068394,2.6377903918853205e-06,9.55920923717336e-07
267,2,downRight,lowC,6.2105318610676825,0,0,0,1,0.3264887017441642,0.029148783476233737,9.381005127710513e-07,0.6443615766790893
268,2,downLeft,lowB,6.393074386534235,0,0,1,0,0.11611203811431237,0.010366437306704706,0.6443615703414605,0.22915995423752256
269,2,downLeft,lowB,6.836784307018344,0,0,1,0,0.04129394163729437,0.003686706943411836,0.8735211887001703,0.08149816271912355
270,2,midLeft,high,6.328460566793113,1,0,0,0,0.6590469630515404,0.001311135897943478,0.31065799525121407,0.02898390579930213
271,2,midRight,lowA,6.225700270049705,0,1,0,0,0.23438264688536065,0.6448275274657954,0.11048202523525635,0.010307800413587701
272,2,midLeft,high,6.3664072009856865,1,0,0,0,0.7277167913899645,0.22932566439905766,0.03929169081971702,0.0036658533912609214
273,2,midLeft,high,6.988455669117822,1,0,0,0,0.9031655364270785,0.08155709567603539,0.01397364833043968,0.0013037195664464597
274,2,downRight,lowC,6.295503270162845,0,0,0,1,0.3212006744151561,0.02900486464321489,0.004969571010795355,0.6448248899308336
275,2,midLeft,high,6.4918703042441805,1,0,0,0,0.7585926473313691,0.010315254190916688,0.0017673720883285239,0.22932472638938572
276,2,downLeft,lowB,6.230085986190958,0,0,1,0,0.26978495093284327,0.0036685042434119923,0.644989782740309,0.08155676208343574
277,2,midLeft,high,6.454818180985277,1,0,0,0,0.7403072230187957,0.0013046623122271138,0.22938336866422188,0.029004746004755312
278,2,midRight,lowA,6.295505913439302,0,1,0,0,0.2632819452442066,0.6448252252077772,0.08157761754953458,0.010315211998481646
279,2,midLeft,high,6.4808797977831345,1,0,0,0,0.7379945021180638,0.22932484562686328,0.0290121630169264,0.003668489238146574
280,2,downLeft,lowB,6.326630382756998,0,0,1,0,0.26245945204325055,0.08155680448890479,0.6546790864920716,0.0013046569757730777
281,2,downRight,lowC,6.365733355385084,0,0,0,1,0.09334075493671248,0.029004761085783877,0.23282926066757642,0.6448252233099273
282,2,midLeft,high,6.408643268012285,1,0,0,0,0.6775568273661898,0.010315217361879993,0.08280311032001592,0.2293248449519143
283,2,downRight,lowC,6.440289681437751,0,0,0,1,0.24096547213876696,0.0036684911455789285,0.029447995750233186,0.7259180409654209
284,2,midRight,lowA,6.200356409370791,0,1,0,0,0.0856966625054427,0.6456658943706841,0.010472848789789099,0.258164594334084
285,2,downLeft,lowB,6.487731255046063,0,0,1,0,0.03047705507095448,0.22962382016829003,0.6480857877082093,0.0918133370525461
286,2,downLeft,lowB,6.779177492594841,0,0,1,0,0.010838822173955723,0.08166313142507103,0.8748456647586795,0.032652381642293664
287,2,midLeft,high,6.3082065311077,1,0,0,0,0.648215942029949,0.02904257506586576,0.3111290302786608,0.011612452625524409
288,2,midLeft,high,6.753676340224035,1,0,0,0,0.8748919526806991,0.01032866547899114,0.11064954354988069,0.004129838290429104
289,2,downLeft,lowB,6.531507012904623,0,0,1,0,0.3111454920580028,0.0036732738173168283,0.6837125035425116,0.0014687305821688263
290,2,midLeft,high,6.608413995838495,1,0,0,0,0.7550166347132815,0.0013063585575920186,0.24315466920128737,0.0005223375278390968
291,2,midRight,lowA,6.220878853603376,0,1,0,0,0.2685131822278606,0.644825828458381,0.08647522584134121,0.0001857634724172288
292,2,midLeft,high,6.489508922746098,1,0,0,0,0.7398549327693731,0.229325060166162,0.03075394237287126,6.606469159370174e-05
293,2,midLeft,high,6.712514400102521,1,0,0,0,0.907482330015811,0.08155688078739565,0.010937294031578296,2.349516521508634e-05
294,2,midLeft,high,6.85188736271975,1,0,0,0,0.967097130264957,0.029004788220484808,0.0038897257230579184,8.355791500233541e-06
295,2,midRight,lowA,6.533674651833738,0,1,0,0,0.34393722738239874,0.6546764637285857,0.0013833372456601252,2.971643355397385e-06
296,2,midLeft,high,6.579347959000314,1,0,0,0,0.7666786469099678,0.23282832791121388,0.0004919683472504951,1.0568315678329951e-06
297,2,midLeft,high,6.783839267154795,1,0,0,0,0.9170218825394407,0.08280277859569668,0.0001749630145907669,3.7585027178303145e-07
298,2,midRight,lowA,6.52925534444301,0,1,0,0,0.326128528210184,0.6738091144927607,6.222363012940382e-05,1.3366692583666428e-07
299,2,downLeft,lowB,6.347588885024846,0,0,1,0,0.11598394644412022,0.23963264016731917,0.6443833658514204,4.753714019645135e-08
300,3,midLeft,lowA,6.4953266321524845,1,0,0,0,0.6856096239906745,0.08522265579145236,0.22916770331182335,1.6906049749497737e-08
301,3,downRight,high,6.241511608298115,0,0,0,1,0.24382935877127176,0.030308479909402906,0.08150091859032449,0.6443612427290009
302,3,midRight,lowB,6.310412729110318,0,1,0,0,0.08671517160561071,0.6551401070285354,0.028984885893927795,0.2291598354719261
303,3,downLeft,lowC,6.400129231138123,0,0,1,0,0.030839276387731165,0.23299321744101265,0.6546693856897825,0.0814981204814737
304,3,downRight,high,6.2313372168984715,0,0,0,1,0.010967642115089084,0.0828614197041527,0.23282581068624741,0.6733451274945108
305,3,downRight,high,6.7499492694663354,0,0,0,1,0.0039005186779457173,0.02946873282749541,0.08280188337292271,0.8838288651216362
306,3,downRight,high,7.13947909321548,0,0,0,1,0.0013871756387885958,0.010480223698300747,0.029447559400286344,0.9586850412626243
307,3,downRight,high,7.0216625554828855,0,0,0,1,0.0004933334286357002,0.0037271737949975386,0.010472693606833644,0.9853067991695331
308,3,downRight,high,7.133241357883282,0,0,0,1,0.00017544849044638249,0.001325527478995392,0.003724495802580766,0.9947745282279774
309,3,midRight,lowB,6.279841867581429,0,1,0,0,6.239628416229892e-05,0.6448326456698823,0.0013245750810842085,0.35378038296487113
310,3,downRight,high,6.5702420465247515,0,0,0,1,2.2190537332962443e-05,0.22932748463082936,0.0004710702437128578,0.7701792545881248
311,3,downRight,high,6.949480620582785,0,0,0,1,7.891815253689897e-06,0.08155774302101157,0.00016753083889367218,0.918266834324841
312,3,midLeft,lowA,6.2267559494325475,1,0,0,0,0.6443640433519711,0.029005094864181638,5.958046035598377e-05,0.3265712813234912
313,3,downLeft,lowC,6.186896721364247,0,0,1,0,0.22916083148201566,0.010315336066416582,0.644382425837791,0.11614140661377667
314,3,downRight,high,6.417000935071284,0,0,0,1,0.08149847470127017,0.0036685333615135178,0.22916736900653872,0.6856656229306776
315,3,midLeft,lowA,6.402648371995805,1,0,0,0,0.6733452534688011,0.0013046726677527296,0.08150079969840648,0.24384927416503965
316,3,downRight,high,6.439852105231483,0,0,0,1,0.23946767320642276,0.0004639921740492947,0.028984843611353117,0.7310834910081748
317,3,midRight,lowB,6.301395782604288,0,1,0,0,0.08516398714549653,0.6445262503195063,0.010308133935905708,0.2600016285990915
318,3,downRight,high,6.520175679135896,0,0,0,1,0.030287615064711657,0.22921851856734582,0.0036659720047256244,0.7368278943632169
319,3,midRight,lowB,6.431185306074457,0,1,0,0,0.010771449964419116,0.7258802271815086,0.0013037617499923556,0.2620445611040799
320,3,midLeft,lowA,6.242184355211631,1,0,0,0,0.6481919818606697,0.2581511462867384,0.00046366821638354236,0.09319320363620834
321,3,downRight,high,6.224707304909235,0,0,0,1,0.2305221947991743,0.09180855440561955,0.00016489839104848414,0.6775043524041576
322,3,midRight,lowB,6.165880333930251,0,1,0,0,0.08198262826776392,0.6770119174642096,5.864425985991293e-05,0.24094681000816648
323,3,midRight,lowB,6.735841646545142,0,1,0,0,0.029156200527874022,0.88513291777168,2.0856172050252454e-05,0.08569002552839572
324,3,downRight,high,6.380407746606797,0,0,0,1,0.010369075097777267,0.3147875762177882,7.417263234778551e-06,0.6748359314211998
325,3,downRight,high,6.756229277260541,0,0,0,1,0.0036876450441666823,0.11195066430308762,2.6378663237644147e-06,0.8843590527864219
326,3,downRight,high,6.933234852931407,0,0,0,1,0.0013114695229357667,0.03981399580151028,9.381275170906261e-07,0.9588735965480368
327,3,downRight,high,6.989962674876377,0,0,0,1,0.0004664093992208067,0.01415940022822142,3.336345099802799e-07,0.9853738567380478
328,3,midRight,lowB,6.353132838756749,0,1,0,0,0.00016587326192266262,0.6493968683025542,1.186533645180652e-07,0.3504371397821586
329,3,downRight,high,6.617465984008219,0,0,0,1,5.899096173196681e-05,0.2309506991232631,4.2197735816624593e-08,0.7689902677172691
330,3,downRight,high,6.855977581172515,0,0,0,1,2.0979472675257757e-05,0.08213502101564449,1.5007150579185937e-08,0.9178439845045296
331,3,downRight,high,6.911618554902018,0,0,0,1,7.461113716567513e-06,0.029210397296263638,5.337124472390134e-09,0.9707821362528953
332,3,downLeft,lowC,6.243830081793928,0,0,1,0,2.653461254877224e-06,0.01038834956946131,0.6443612386146426,0.3452477583546413
333,3,midLeft,lowA,6.287070400903872,1,0,0,0,0.6443621803902333,0.0036944997934393363,0.22915983400870077,0.12278348580762657
334,3,downRight,high,6.509739371233033,0,0,0,1,0.2291601689406072,0.0013139073374897115,0.08149811996109407,0.6880278037608091
335,3,midLeft,lowA,6.520433733760044,1,0,0,0,0.7258594757924173,0.0004672763805738861,0.028983890592889403,0.2446893572341195
336,3,downRight,high,6.417746283050448,0,0,0,1,0.25814376628838553,0.00016618159409886158,0.010307795005597885,0.7313822571119177
337,3,downRight,high,6.659967557287745,0,0,0,1,0.09180592979213228,5.9100616605790705e-05,0.003665851467970111,0.9044691181232918
338,3,downRight,high,6.860033562204941,0,0,0,1,0.032649747333360776,2.1018470198972485e-05,0.0013037188824496946,0.9660255153139905
339,3,downRight,high,6.695487863515452,0,0,0,1,0.011611515763153408,7.474982747672535e-06,0.00046365297102368545,0.9879173562830752
340,3,downRight,high,7.115977360155836,0,0,0,1,0.004129505105854114,2.6583936199473535e-06,0.0001648929692075588,0.9957029435313184
341,3,downLeft,lowC,6.240057406701473,0,0,1,0,0.001468612088818632,9.454278193186793e-07,0.6444198790481973,0.3541105634351648
342,3,downRight,high,6.581855508705605,0,0,0,1,0.0005222953870105763,3.362307804362601e-07,0.22918068881996861,0.7702966795622403
343,3,downRight,high,6.7372002667433994,0,0,0,1,0.00018574848550509008,1.1957669893217935e-07,0.08150553674038186,0.9183085951974141
344,3,downRight,high,7.048917703674511,0,0,0,1,6.605936166680329e-05,4.252610932575719e-08,0.02898652828710286,0.970947369825121
345,3,midLeft,lowA,6.310171721522955,1,0,0,0,0.6443847299862406,1.5123932927868896e-08,0.010308733071905881,0.34530652181792054
346,3,midLeft,lowA,6.873276158007805,1,0,0,0,0.873529425167598,5.378656802449078e-09,0.0036661850807117643,0.12280438437303345
347,3,downRight,high,6.2837699092392425,0,0,0,1,0.31066092445830384,1.912858853349083e-09,0.0013038375280725518,0.6880352361007648
348,3,midLeft,lowA,6.432571799444956,1,0,0,0,0.7548443036913974,6.802867569408582e-10,0.0004636951660062674,0.2446920004623096
349,3,downLeft,lowC,6.4663228053609885,0,0,1,0,0.2684518946363624,2.419363409165529e-10,0.6445261446919333,0.08702196042976812
350,3,midLeft,lowA,6.634282363613011,1,0,0,0,0.739833136526128,8.604194107688499e-11,0.22921848100208636,0.03094838238574369
351,3,downLeft,lowC,6.546217705861055,0,0,1,0,0.2631133417102649,3.059984951509049e-11,0.7258802138218463,0.011006444437289063
352,3,downLeft,lowC,6.917511791427472,0,0,1,0,0.09357330344921327,1.0882492638206332e-11,0.9025123782520789,0.003914318287825444
353,3,downLeft,lowC,6.9065809465317365,0,0,1,0,0.0332782939150248,3.870236223292903e-12,0.965329622766125,0.0013920833149800157
354,3,midRight,lowB,6.283379769886219,0,1,0,0,0.01183505129212244,0.6443612367179307,0.3433086332014199,0.0004950787885270123
355,3,downRight,high,6.483834865184672,0,0,0,1,0.0042090030049265715,0.22915983333415652,0.12209385773628309,0.6445373059246339
356,3,downLeft,lowC,6.315053243962923,0,0,1,0,0.0014968846233283928,0.08149811972119997,0.6877825452863909,0.22922245036908073
357,3,midRight,lowB,6.345103001691867,0,1,0,0,0.0005323501962185162,0.673345127224128,0.24460213381359264,0.08152038876606091
358,3,downLeft,lowC,6.5281969014791885,0,0,1,0,0.0001893243654168528,0.23946762830892332,0.7313512370825122,0.028991810243147606
359,3,downRight,high,6.207312239681937,0,0,0,1,6.733108317627271e-05,0.08516397117820537,0.2600968494818428,0.6546718482567755
360,3,midRight,lowB,6.437471503998839,0,1,0,0,2.3945543151344453e-05,0.6746488461026782,0.09250052188364313,0.23282668647052734
361,3,midLeft,lowA,6.472870033606628,1,0,0,0,0.6443697526799067,0.23993128127856023,0.032896771205772155,0.08280219483576093
362,3,midRight,lowB,6.390895469250806,0,1,0,0,0.22916286194034186,0.729690100863474,0.011699367027639278,0.029447670168544937
363,3,downRight,high,6.218314358650925,0,0,0,1,0.08149919681095821,0.2595060850512587,0.004160748420908756,0.6548339697168744
364,3,downRight,high,6.738283306352173,0,0,0,1,0.028984273562443326,0.09229042315215835,0.00147972342274554,0.8772455798626528
365,3,midLeft,lowA,6.230323098649302,1,0,0,0,0.6546691679209706,0.03282205195273949,0.0005262470080667713,0.3119825331182231
366,3,downRight,high,6.5221437231205766,0,0,0,1,0.23282573323921651,0.011672793964897277,0.00018715383513048009,0.7553143189607557
367,3,downRight,high,6.983126523755099,0,0,0,1,0.08280185582975641,0.0041512980097385375,6.655915846955785e-05,0.9129802870020355
368,3,midRight,lowB,6.357407262799805,0,1,0,0,0.02944754960486875,0.6458375992067587,2.367101680330044e-05,0.3246911801715693
369,3,downRight,high,6.714602049996225,0,0,0,1,0.010472690123203444,0.22968488506384138,8.418331141587434e-06,0.7598340064818137
370,3,midLeft,lowA,6.299177398685369,1,0,0,0,0.6480857312802211,0.08168484846900495,2.993884876104674e-06,0.27022642636589794
371,3,downLeft,lowC,6.2333546914203755,0,0,1,0,0.23048440797414538,0.029050298488512594,0.6443623014580689,0.09610299207927309
372,3,downLeft,lowC,6.745284905619023,0,0,1,0,0.08196918980804224,0.010331412227469573,0.8735214487135767,0.034177949250911464
373,3,downRight,high,6.4808877006385055,0,0,0,1,0.029151421290678173,0.0036742506675487485,0.3106580877220604,0.6565162403197127
374,3,downRight,high,6.77055296559875,0,0,0,1,0.010367375415771495,0.001306705963400412,0.11048205812147377,0.8778438604993544
375,3,downRight,high,6.900898217234862,0,0,0,1,0.0036870405713601744,0.0004647152927988261,0.039291702515330706,0.9565565416205103
376,3,downRight,high,6.953966133208196,0,0,0,1,0.0013112545489744219,0.0001652707720098789,0.013973652489853269,0.9845498221891624
377,3,downLeft,lowC,6.2538653692777775,0,0,1,0,0.00046633294614705585,5.8776692964493656e-05,0.6493308092065982,0.3501440811542902
378,3,downRight,high,6.657142372459513,0,0,0,1,0.0001658460722460647,2.0903270395783332e-05,0.2309272059480737,0.7688860447092845
379,3,downRight,high,6.905350784829439,0,0,0,1,5.8981292029007445e-05,7.434013232135848e-06,0.08212666593187451,0.9178069187628644
380,3,downRight,high,6.952319090555733,0,0,0,1,2.0976033754055964e-05,2.6438232721095643e-06,0.029207425904604553,0.9707689542383693
381,3,downRight,high,7.011753597166718,0,0,0,1,7.459890702884278e-06,9.402460388330383e-07,0.010387292827406441,0.9896043070358519
382,3,downRight,high,6.981271445730633,0,0,0,1,2.6530263038034396e-06,3.3438793843274045e-07,0.003694123975001834,0.996302888610756
383,3,downLeft,lowC,6.272051755774102,0,0,1,0,9.435189936431065e-07,1.1892131288112084e-07,0.6456750103984396,0.35432392716125394
384,3,downRight,high,6.507866207100066,0,0,0,1,3.355519280336757e-07,4.229302864108553e-08,0.22962706218112705,0.7703725599739163
385,3,downRight,high,6.783731141153025,0,0,0,1,1.1933527270327225e-07,1.504104040142701e-08,0.08166428441050694,0.9183355812131799
386,3,midLeft,lowA,6.359436508436093,1,0,0,0,0.644361279156803,5.349177006859846e-09,0.029042985112180272,0.32659573038183976
387,3,midLeft,lowA,6.838682360854763,1,0,0,0,0.8735210851436188,1.90237469530388e-09,0.010328811307355319,0.11615010164665118
388,3,midRight,lowB,6.245107340349767,0,1,0,0,0.3106579584224901,0.6443612373931124,0.003673325679535916,0.04130747850486155
389,3,midRight,lowB,6.839811496795194,0,1,0,0,0.1104820121375345,0.8735210702908315,0.0013063770018074765,0.014690540569826483
390,3,midRight,lowB,6.877997265919175,0,1,0,0,0.039291686161659414,0.9550191898568174,0.00046459830130474676,0.005224525680218377
391,3,downRight,high,6.226468254161865,0,0,0,1,0.013973646673853837,0.3396418435926368,0.00016522916529960986,0.6462192805682097
392,3,downRight,high,6.631770630320068,0,0,0,1,0.004969570421649215,0.1207898052145949,5.876189600550929e-05,0.8741818624677504
393,3,downLeft,lowC,6.2603683850546785,0,0,1,0,0.001767371878805319,0.04295753694376685,0.6443821347245778,0.3108929564528501
394,3,downRight,high,6.78678535166978,0,0,0,1,0.0006285459492402638,0.015277365312384175,0.22916726547539562,0.75492682326298
395,3,downRight,high,6.948295843746162,0,0,0,1,0.00022353530405462687,0.005433223305925721,0.0815007628787188,0.9128424785113008
396,3,downRight,high,7.186350526156894,0,0,0,1,7.949781908417653e-05,0.0019322648171622185,0.028984830516844917,0.9690034068469087
397,3,downLeft,lowC,6.171037828299004,0,0,1,0,2.8272506062827653e-05,0.0006871882699116848,0.6546693659955451,0.34461517322848023
398,3,midLeft,lowA,6.418927255593317,1,0,0,0,0.6443712915156453,0.0002443907864542823,0.23282580368221323,0.12255851401568715
399,3,midRight,lowB,6.215601708933313,0,1,0,0,0.22916340920998085,0.6444481515536067,0.08280188088201665,0.043586558354395843
400,4,downLeft,high,6.493455492520975,0,0,1,0,0.08149939144125581,0.22919074361882735,0.6738087952309778,0.01550106970893908
401,4,downLeft,high,6.78003583054745,0,0,1,0,0.028984342780521664,0.08150911261661306,0.8839937633420077,0.005512781260857578
402,4,downLeft,high,6.782737506445425,0,0,1,0,0.010307955821048195,0.028987800007303374,0.9587436854617849,0.001960558709863544
403,4,midRight,lowA,6.265428680413536,0,1,0,0,0.0036659086601779764,0.6546704220614594,0.3409664186034421,0.0006972506749204589
404,4,downLeft,high,6.561222925475615,0,0,1,0,0.0013037392222157692,0.2328261792601889,0.7656221121498681,0.0002479693677272599
405,4,downLeft,high,6.871166249936086,0,0,1,0,0.0004636602046329376,0.08280201445210345,0.916646137823993,8.81875192707007e-05
406,4,midLeft,lowC,6.224802269207351,1,0,0,0,0.6445261322583136,0.029447606017124074,0.3259948988242719,3.136290029046704e-05
407,4,downLeft,high,6.430445268729294,0,0,1,0,0.22921847658020927,0.010472710185588163,0.7602976593711304,1.1153863072283722e-05
408,4,downLeft,high,7.0168832843889986,0,0,1,0,0.0815189755327011,0.0037245016986285203,0.9147525560226015,3.966746068859878e-06
409,4,downLeft,high,6.897356031976836,0,0,1,0,0.028991307642583293,0.00132457717794734,0.9696827044508032,1.4107286661887972e-06
410,4,downLeft,high,7.003579493073064,0,0,1,0,0.010310432795978233,0.00047107098943866867,0.989217994504785,5.017097981718889e-07
411,4,downLeft,high,6.901328301518636,0,0,1,0,0.003666789568478779,0.00016753110410267728,0.9961655008999664,1.7842745214903774e-07
412,4,midRight,lowA,6.201555350863904,0,1,0,0,0.0013040525073544328,0.6444208172712288,0.3542750667656983,6.345571841809998e-08
413,4,downLeft,high,6.544834974340883,0,0,1,0,0.0004637716209722071,0.22918102248844724,0.7703551833232674,2.2567313221475654e-08
414,4,midLeft,lowC,6.28727617670702,1,0,0,0,0.6445261718822828,0.08150565540582697,0.273968164686079,8.025811364715757e-09
415,4,midLeft,lowC,6.91992300564906,1,0,0,0,0.8735797273885828,0.028986570489135,0.09743369926799253,2.854289628093736e-09
416,4,midLeft,lowC,7.0018253355283795,1,0,0,0,0.9550400505945196,0.010308748080584396,0.03465120030980004,1.0150960333880226e-09
417,4,downLeft,high,6.294474366729438,0,0,1,0,0.3396492624795945,0.00366619041837963,0.6566845467410185,3.610074979280478e-10
418,4,midRight,lowA,6.38733118679716,0,1,0,0,0.12079244365837744,0.6456650761429084,0.23354248007032596,1.2838826009918204e-10
419,4,downRight,lowB,6.275126934157672,0,0,0,1,0.04295847527665066,0.2296235291747758,0.08305675878635951,0.644361236762214
420,4,midLeft,lowC,6.392970313144446,1,0,0,0,0.6596389357364847,0.08166302793649749,0.02953820297711237,0.22915983334990542
421,4,downLeft,high,6.572332807860883,0,0,1,0,0.2345931753189318,0.029042538261317453,0.6548661666929498,0.0814981197268009
422,4,downRight,lowB,6.238502568403075,0,0,0,1,0.08343042674516149,0.010328652389867094,0.23289579363885154,0.6733451272261198
